,title,gross,budget,genres,actor_1_name,language,country,title_year,content_rating,imdb_score,movie_facebook_likes,movie_imdb_link,imdb_id
1235,Escape from Planet Earth,57011847.0,40000000.0,Adventure|Animation|Comedy|Family|Sci-Fi,Brendan Fraser,English,USA,2013.0,PG,5.9,0,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,tt0765446
1237,The Living Daylights,51185897.0,30000000.0,Action|Adventure|Thriller,Joe Don Baker,English,UK,1987.0,PG,6.7,0,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,tt0093428
1238,Predators,52000688.0,40000000.0,Action|Adventure|Sci-Fi|Thriller,Topher Grace,English,USA,2010.0,R,6.4,17000,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,tt1424381
1239,Legal Eagles,49851591.0,40000000.0,Comedy|Crime|Romance,Brian Dennehy,English,USA,1986.0,PG,5.9,263,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,tt0091396
1240,Secret Window,47781388.0,40000000.0,Mystery|Thriller,Johnny Depp,English,USA,2004.0,PG-13,6.6,0,http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,tt0363988
1241,The Lake House,52320979.0,40000000.0,Drama|Fantasy|Romance,Keanu Reeves,English,USA,2006.0,PG,6.8,0,http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,tt0410297
1242,The Skeleton Key,47806295.0,43000000.0,Horror|Mystery|Thriller,Gena Rowlands,English,USA,2005.0,PG-13,6.5,0,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,tt0397101
1243,The Odd Life of Timothy Green,51853450.0,25000000.0,Comedy|Drama|Family|Fantasy,Jennifer Garner,English,USA,2012.0,PG,6.6,11000,http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1,tt1462769
1244,Made of Honor,46012734.0,40000000.0,Comedy|Romance,Busy Philipps,English,USA,2008.0,PG-13,5.8,3000,http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1,tt0866439
1245,Jersey Boys,47034272.0,40000000.0,Biography|Drama|Music|Musical,Johnny Cannizzaro,English,USA,2014.0,R,6.9,16000,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,tt1742044
1246,The Rainmaker,45856732.0,40000000.0,Crime|Drama|Thriller,Matt Damon,English,USA,1997.0,PG-13,7.1,0,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,tt0119978
1247,Gothika,59588068.0,40000000.0,Horror|Mystery|Thriller,Robert Downey Jr.,English,USA,2003.0,R,5.8,0,http://www.imdb.com/title/tt0348836/?ref_=fn_tt_tt_1,tt0348836
1248,Amistad,44175394.0,36000000.0,Drama|History,Anthony Hopkins,English,USA,1997.0,R,7.2,0,http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1,tt0118607
1249,Medicine Man,45500797.0,40000000.0,Adventure|Drama|Romance,Lorraine Bracco,English,USA,1992.0,PG-13,6.0,694,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,tt0104839
1250,Aliens vs. Predator: Requiem,41797066.0,40000000.0,Action|Horror|Sci-Fi|Thriller,Sam Trammell,English,USA,2007.0,R,4.7,0,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,tt0758730
1251,Ri¢hie Ri¢h,38087756.0,40000000.0,Comedy|Family,Macaulay Culkin,English,USA,1994.0,PG,5.2,0,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,tt0110989
1252,Autumn in New York,37752931.0,40000000.0,Drama|Romance,J.K. Simmons,English,USA,2000.0,PG-13,5.5,0,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,tt0174480
1253,Music and Lyrics,50562555.0,,Comedy|Music|Romance,Brad Garrett,English,USA,2007.0,PG-13,6.5,0,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,tt0758766
1254,Paul,37371385.0,40000000.0,Adventure|Comedy|Sci-Fi,Bobby Lee,English,USA,2011.0,R,7.0,42000,http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1,tt1092026
1255,The Guilt Trip,37101011.0,40000000.0,Comedy|Drama,Miriam Margolyes,English,USA,2012.0,PG-13,5.8,0,http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1,tt1694020
1256,Scream 4,38176892.0,40000000.0,Horror|Mystery,Alison Brie,English,USA,2011.0,R,6.2,26000,http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,tt1262416
1257,8MM,36283504.0,40000000.0,Mystery|Thriller,Nicolas Cage,English,Germany,1999.0,R,6.5,0,http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,tt0134273
1258,The Doors,35183792.0,38000000.0,Biography|Drama|Music|Musical,Michael Wincott,English,USA,1991.0,R,7.2,0,http://www.imdb.com/title/tt0101761/?ref_=fn_tt_tt_1,tt0101761
1259,Sex Tape,38543473.0,40000000.0,Comedy,James Wilcox,English,USA,2014.0,R,5.1,0,http://www.imdb.com/title/tt1956620/?ref_=fn_tt_tt_1,tt1956620
1260,Hanging Up,36037909.0,60000000.0,Comedy|Drama,Adam Arkin,English,Germany,2000.0,PG-13,4.7,390,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,tt0162983
1261,Final Destination 5,42575718.0,40000000.0,Horror,Emma Bell,English,USA,2011.0,R,5.9,20000,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,tt1622979
1262,Mickey Blue Eyes,33864342.0,40000000.0,Comedy|Crime|Romance,Jeanne Tripplehorn,English,UK,1999.0,PG-13,5.8,445,http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,tt0130121
1263,Pay It Forward,33508922.0,40000000.0,Drama,Kevin Spacey,English,USA,2000.0,PG-13,7.2,16000,http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1,tt0223897
1264,Fever Pitch,42071069.0,30000000.0,Comedy|Drama|Romance|Sport,Jimmy Fallon,English,USA,2005.0,PG-13,6.2,0,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,tt0332047
1266,Drillbit Taylor,32853640.0,40000000.0,Comedy|Drama,Lisa Ann Walter,English,USA,2008.0,PG-13,5.7,702,http://www.imdb.com/title/tt0817538/?ref_=fn_tt_tt_1,tt0817538
1267,A Million Ways to Die in the West,42615685.0,40000000.0,Comedy|Western,Liam Neeson,English,USA,2014.0,R,6.1,24000,http://www.imdb.com/title/tt2557490/?ref_=fn_tt_tt_1,tt2557490
1268,The Shadow,32055248.0,25000000.0,Action|Adventure|Crime|Fantasy|Mystery|Thriller,Jonathan Winters,English,USA,1994.0,PG-13,6.0,0,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1,tt0111143
1269,Extremely Loud & Incredibly Close,31836745.0,40000000.0,Adventure|Drama|Mystery,Tom Hanks,English,USA,2011.0,PG-13,6.9,39000,http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1,tt0477302
1270,Morning Glory,30993544.0,40000000.0,Comedy|Drama|Romance,Noah Bean,English,USA,2010.0,PG-13,6.5,0,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,tt1126618
1271,Get Rich or Die Tryin',30981850.0,40000000.0,Biography|Crime|Drama|Music,50 Cent,English,USA,2005.0,R,5.0,0,http://www.imdb.com/title/tt0430308/?ref_=fn_tt_tt_1,tt0430308
1272,The Art of War,30199105.0,40000000.0,Action|Adventure|Crime|Thriller,Michael Biehn,English,USA,2000.0,R,5.7,470,http://www.imdb.com/title/tt0160009/?ref_=fn_tt_tt_1,tt0160009
1273,Rent,29077547.0,40000000.0,Drama|Musical|Romance,Rosario Dawson,English,USA,2005.0,PG-13,7.0,3000,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,tt0294870
1274,Bless the Child,29374178.0,40000000.0,Crime|Drama|Horror|Thriller,Rufus Sewell,English,USA,2000.0,R,5.1,394,http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1,tt0163983
1275,The Out-of-Towners,28535768.0,40000000.0,Comedy,Oliver Hudson,English,USA,1999.0,PG-13,5.3,279,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,tt0129280
1276,The Island of Dr. Moreau,27663982.0,40000000.0,Horror|Sci-Fi|Thriller,Marlon Brando,English,USA,1996.0,PG-13,4.4,0,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1,tt0116654
1277,The Musketeer,27053815.0,40000000.0,Action|Adventure|Romance,Catherine Deneuve,English,Germany,2001.0,PG-13,4.7,299,http://www.imdb.com/title/tt0246544/?ref_=fn_tt_tt_1,tt0246544
1278,The Other Boleyn Girl,26814957.0,35000000.0,Biography|Drama|History|Romance,Natalie Portman,English,UK,2008.0,PG-13,6.7,0,http://www.imdb.com/title/tt0467200/?ref_=fn_tt_tt_1,tt0467200
1279,Sweet November,25178165.0,40000000.0,Drama|Romance,Keanu Reeves,English,USA,2001.0,PG-13,6.7,8000,http://www.imdb.com/title/tt0230838/?ref_=fn_tt_tt_1,tt0230838
1280,The Reaping,25117498.0,40000000.0,Horror|Thriller,Stephen Rea,English,USA,2007.0,R,5.7,0,http://www.imdb.com/title/tt0444682/?ref_=fn_tt_tt_1,tt0444682
1281,Mean Streets,32645.0,500000.0,Crime|Drama|Romance|Thriller,Robert De Niro,English,USA,1973.0,R,7.4,0,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,tt0070379
1282,Renaissance Man,24332324.0,40000000.0,Comedy|Drama,Ed Begley Jr.,English,USA,1994.0,PG-13,6.1,680,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,tt0110971
1283,Colombiana,36665854.0,40000000.0,Action|Crime|Drama|Thriller,Jordi Mollà,English,France,2011.0,PG-13,6.4,15000,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,tt1657507
1284,The Magic Sword: Quest for Camelot,22717758.0,40000000.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,Gary Oldman,English,USA,1998.0,G,6.2,0,http://www.imdb.com/title/tt0120800/?ref_=fn_tt_tt_1,tt0120800
1285,City by the Sea,22433915.0,60000000.0,Crime|Drama|Mystery|Thriller,Robert De Niro,English,USA,2002.0,R,6.2,416,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,tt0269095
1286,At First Sight,22326247.0,60000000.0,Drama|Romance,Mira Sorvino,English,USA,1999.0,PG-13,5.9,0,http://www.imdb.com/title/tt0132512/?ref_=fn_tt_tt_1,tt0132512
1287,Torque,21176322.0,40000000.0,Action|Comedy|Crime,Dane Cook,English,USA,2004.0,PG-13,4.0,0,http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1,tt0329691
1288,City Hall,20300000.0,40000000.0,Drama|Thriller,Al Pacino,English,USA,1996.0,R,6.2,309,http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1,tt0115907
1289,Showgirls,20302961.0,45000000.0,Drama,Bobbie Phillips,English,France,1995.0,NC-17,4.6,0,http://www.imdb.com/title/tt0114436/?ref_=fn_tt_tt_1,tt0114436
1290,Marie Antoinette,15962471.0,40000000.0,Biography|Drama|History|Romance,Kirsten Dunst,English,USA,2006.0,PG-13,6.4,0,http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1,tt0422720
1291,Kiss of Death,14942422.0,40000000.0,Action|Crime|Thriller,Nicolas Cage,English,USA,1995.0,R,5.9,555,http://www.imdb.com/title/tt0113552/?ref_=fn_tt_tt_1,tt0113552
1292,Get Carter,14967182.0,40000000.0,Action|Crime|Drama|Thriller,Sylvester Stallone,English,USA,2000.0,R,5.1,604,http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1,tt0208988
1293,The Impossible,18996755.0,45000000.0,Drama|Thriller,Naomi Watts,English,Spain,2012.0,PG-13,7.6,54000,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,tt1649419
1294,Ishtar,14375181.0,51000000.0,Action|Adventure|Comedy|Music|Thriller,Carol Kane,English,USA,1987.0,PG-13,4.2,754,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,tt0093278
1295,Fantastic Mr. Fox,20999103.0,40000000.0,Adventure|Animation|Comedy|Crime|Family,Bill Murray,English,USA,2009.0,PG,7.8,15000,http://www.imdb.com/title/tt0432283/?ref_=fn_tt_tt_1,tt0432283
1296,Life or Something Like It,14448589.0,40000000.0,Comedy|Romance,Angelina Jolie Pitt,English,USA,2002.0,PG-13,5.8,835,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,tt0282687
1297,Memoirs of an Invisible Man,14358033.0,40000000.0,Comedy|Romance|Sci-Fi|Thriller,Richard Epcar,English,USA,1992.0,PG-13,5.9,630,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,tt0104850
1299,New York Minute,14018364.0,30000000.0,Comedy|Crime|Family|Romance,Mary-Kate Olsen,English,USA,2004.0,PG,4.8,849,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,tt0363282
1300,Alfie,13395939.0,60000000.0,Comedy|Drama|Romance,Omar Epps,English,UK,2004.0,R,6.2,0,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,tt0375173
1301,Big Miracle,20113965.0,40000000.0,Biography|Drama|Romance,Ted Danson,English,USA,2012.0,PG,6.5,0,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,tt1430615
1302,The Deep End of the Ocean,13376506.0,40000000.0,Drama,Alexa PenaVega,English,USA,1999.0,PG-13,6.3,579,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,tt0120646
1303,Feardotcom,13208023.0,42000000.0,Crime|Horror|Thriller,Natascha McElhone,English,UK,2002.0,R,3.3,612,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,tt0295254
1304,Cirque du Freak: The Vampire's Assistant,13838130.0,40000000.0,Action|Adventure|Fantasy|Thriller,Josh Hutcherson,English,USA,2009.0,PG-13,5.9,0,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1,tt0450405
1305,Victor Frankenstein,5773519.0,40000000.0,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,English,USA,2015.0,PG-13,6.0,11000,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,tt1976009
1306,Duplex,9652000.0,40000000.0,Comedy,Justin Theroux,English,USA,2003.0,PG-13,5.8,0,http://www.imdb.com/title/tt0266489/?ref_=fn_tt_tt_1,tt0266489
1307,Soul Men,12081447.0,,Comedy|Drama|Music,Bernie Mac,English,USA,2008.0,R,6.5,866,http://www.imdb.com/title/tt1111948/?ref_=fn_tt_tt_1,tt1111948
1308,Raise the Titanic,7000000.0,36000000.0,Action|Adventure|Drama|Thriller,M. Emmet Walsh,English,UK,1980.0,PG,4.7,328,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,tt0081400
1309,Universal Soldier: The Return,10431220.0,24000000.0,Action|Sci-Fi,Michael Jai White,English,USA,1999.0,R,4.1,401,http://www.imdb.com/title/tt0176269/?ref_=fn_tt_tt_1,tt0176269
1310,Pandorum,10326062.0,33000000.0,Action|Horror|Mystery|Sci-Fi|Thriller,Norman Reedus,English,Germany,2009.0,R,6.8,10000,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,tt1188729
1311,Impostor,6114237.0,40000000.0,Drama|Mystery|Sci-Fi|Thriller,Gary Dourdan,English,USA,2001.0,R,6.2,892,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,tt0160399
1312,Extreme Ops,4835968.0,40000000.0,Action|Adventure|Thriller,Rufus Sewell,English,UK,2002.0,PG-13,4.5,158,http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1,tt0283160
1313,Just Visiting,4777007.0,40000000.0,Comedy|Fantasy|Sci-Fi,Bridgette Wilson-Sampras,English,France,2001.0,PG-13,5.8,565,http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1,tt0189192
1314,Sunshine,3675072.0,26000000.0,Adventure|Sci-Fi|Thriller,Chris Evans,English,UK,2007.0,R,7.3,15000,http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1,tt0448134
1315,A Thousand Words,18438149.0,40000000.0,Comedy|Drama,John Gatins,English,USA,2012.0,PG-13,5.9,0,http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1,tt0763831
1316,Delgo,511920.0,40000000.0,Adventure|Animation|Comedy|Fantasy|Romance,Eric Idle,English,USA,2008.0,PG,4.4,211,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,tt0361500
1317,The Gunman,10640645.0,40000000.0,Action|Crime|Drama|Mystery|Thriller,Ray Winstone,English,USA,2015.0,R,5.8,0,http://www.imdb.com/title/tt2515034/?ref_=fn_tt_tt_1,tt2515034
1318,Alex Rider: Operation Stormbreaker,652526.0,40000000.0,Action|Adventure|Family|Thriller,Alex Pettyfer,English,Germany,2006.0,PG,5.1,823,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,tt0457495
1319,Disturbia,80050171.0,20000000.0,Drama|Mystery|Thriller,Sarah Roemer,English,USA,2007.0,PG-13,6.9,0,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,tt0486822
1320,Hackers,7564000.0,20000000.0,Comedy|Crime|Drama|Thriller,Angelina Jolie Pitt,English,USA,1995.0,PG-13,6.2,12000,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1,tt0113243
1321,The Hunting Party,876671.0,25000000.0,Adventure|Comedy|Drama|Romance|Thriller|War,James Brolin,English,USA,2007.0,R,6.9,0,http://www.imdb.com/title/tt0455782/?ref_=fn_tt_tt_1,tt0455782
1322,The Hudsucker Proxy,2869369.0,30000000.0,Comedy|Fantasy,Jennifer Jason Leigh,English,UK,1994.0,PG,7.3,0,http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1,tt0110074
1325,Snowpiercer,4563029.0,39200000.0,Action|Drama|Sci-Fi|Thriller,Chris Evans,English,South Korea,2013.0,R,7.0,58000,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,tt1706620
1327,The Last Shot,463730.0,,Comedy,Matthew Broderick,English,USA,2004.0,R,5.7,89,http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1,tt0357054
1328,The Crow,50693162.0,23000000.0,Action|Drama|Fantasy,Michael Wincott,English,USA,1994.0,R,7.6,15000,http://www.imdb.com/title/tt0109506/?ref_=fn_tt_tt_1,tt0109506
1330,The Time Traveler's Wife,63411478.0,39000000.0,Drama|Fantasy|Romance|Sci-Fi,Arliss Howard,English,USA,2009.0,PG-13,7.1,13000,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,tt0452694
1331,Because I Said So,42640890.0,,Comedy|Romance,Colin Ferguson,English,USA,2007.0,PG-13,5.6,0,http://www.imdb.com/title/tt0490084/?ref_=fn_tt_tt_1,tt0490084
1332,The Fast and the Furious,144512310.0,38000000.0,Action|Crime|Thriller,Paul Walker,English,USA,2001.0,PG-13,6.7,14000,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,tt0232500
1333,Frankenweenie,35287788.0,39000000.0,Animation|Comedy|Family|Horror|Sci-Fi,Martin Landau,English,USA,2012.0,PG,7.0,25000,http://www.imdb.com/title/tt1142977/?ref_=fn_tt_tt_1,tt1142977
1334,Serenity,25335935.0,40000000.0,Action|Adventure|Sci-Fi|Thriller,Adam Baldwin,English,USA,2005.0,PG-13,8.0,14000,http://www.imdb.com/title/tt0379786/?ref_=fn_tt_tt_1,tt0379786
1335,Against the Ropes,5881504.0,39000000.0,Biography|Drama|Romance|Sport,Omar Epps,English,USA,2004.0,PG-13,5.3,177,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,tt0312329
1336,Superman III,60000000.0,39000000.0,Action|Comedy|Sci-Fi,Margot Kidder,English,UK,1983.0,PG,4.9,0,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1,tt0086393
1337,Grudge Match,29802761.0,40000000.0,Comedy|Sport,Robert De Niro,English,USA,2013.0,PG-13,6.4,12000,http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1,tt1661382
1339,Sweet Home Alabama,127214072.0,38000000.0,Comedy|Romance,Ethan Embry,English,USA,2002.0,PG-13,6.1,0,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,tt0256415
1340,The Ugly Truth,88915214.0,38000000.0,Comedy|Romance,Gerard Butler,English,USA,2009.0,R,6.5,9000,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,tt1142988
1341,Sgt. Bilko,30400000.0,39000000.0,Comedy,Austin Pendleton,English,USA,1996.0,PG,5.7,478,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,tt0117608
1342,Spy Kids 2: Island of Lost Dreams,85570368.0,38000000.0,Action|Adventure|Comedy|Family|Sci-Fi,Steve Buscemi,English,USA,2002.0,PG,5.1,478,http://www.imdb.com/title/tt0287717/?ref_=fn_tt_tt_1,tt0287717
1343,Star Trek: Generations,75668868.0,35000000.0,Action|Adventure|Mystery|Sci-Fi|Thriller,LeVar Burton,English,USA,1994.0,PG,6.6,0,http://www.imdb.com/title/tt0111280/?ref_=fn_tt_tt_1,tt0111280
1345,Water for Elephants,58700247.0,38000000.0,Drama|Romance,Robert Pattinson,English,USA,2011.0,PG-13,6.9,33000,http://www.imdb.com/title/tt1067583/?ref_=fn_tt_tt_1,tt1067583
1347,Dragon Nest: Warriors' Dawn,,40000000.0,Adventure|Animation|Family|Fantasy,Blythe Auffarth,English,China,2014.0,,6.4,0,http://www.imdb.com/title/tt2911342/?ref_=fn_tt_tt_1,tt2911342
1348,The Hurricane,50668906.0,38000000.0,Biography|Drama|Sport,Denzel Washington,English,USA,1999.0,R,7.6,0,http://www.imdb.com/title/tt0174856/?ref_=fn_tt_tt_1,tt0174856
1349,Enough,39177215.0,38000000.0,Crime|Drama|Thriller,Bill Cobbs,English,USA,2002.0,PG-13,5.6,0,http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1,tt0278435
1350,Heartbreakers,40334024.0,35000000.0,Comedy|Crime|Romance,Sarah Silverman,English,USA,2001.0,PG-13,6.2,989,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,tt0125022
1351,Paul Blart: Mall Cop 2,71038190.0,30000000.0,Action|Comedy|Crime,D.B. Woodside,English,USA,2015.0,PG,4.4,8000,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,tt3450650
1352,Angel Eyes,24044532.0,38000000.0,Drama|Romance,Sonia Braga,English,USA,2001.0,R,5.6,689,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,tt0225071
1353,Joe Somebody,22770864.0,38000000.0,Comedy|Drama,Jim Belushi,English,USA,2001.0,PG,5.5,168,http://www.imdb.com/title/tt0279889/?ref_=fn_tt_tt_1,tt0279889
1354,The Ninth Gate,18653746.0,38000000.0,Mystery|Thriller,Johnny Depp,English,Spain,1999.0,R,6.7,0,http://www.imdb.com/title/tt0142688/?ref_=fn_tt_tt_1,tt0142688
1355,Extreme Measures,17305211.0,38000000.0,Crime|Drama|Mystery|Thriller,J.K. Simmons,English,USA,1996.0,R,6.1,352,http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1,tt0116259
1356,Rock Star,16991902.0,57000000.0,Drama|Music,Beth Grant,English,USA,2001.0,R,6.2,0,http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1,tt0202470
1357,Precious,47536959.0,10000000.0,Drama,Mo'Nique,English,USA,2009.0,R,7.3,12000,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,tt0929632
1358,White Squall,10300000.0,38000000.0,Adventure|Drama,Jeff Bridges,English,USA,1996.0,PG-13,6.6,911,http://www.imdb.com/title/tt0118158/?ref_=fn_tt_tt_1,tt0118158
1359,The Thing,13782838.0,15000000.0,Horror|Mystery|Sci-Fi,Wilford Brimley,English,USA,1982.0,R,8.2,23000,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,tt0084787
1360,Riddick,41997790.0,38000000.0,Action|Sci-Fi|Thriller,Vin Diesel,English,USA,2013.0,R,6.4,39000,http://www.imdb.com/title/tt1411250/?ref_=fn_tt_tt_1,tt1411250
1361,Switchback,6482195.0,37000000.0,Crime|Mystery|Thriller,Gregory Scott Cummins,English,USA,1997.0,R,6.4,389,http://www.imdb.com/title/tt0119210/?ref_=fn_tt_tt_1,tt0119210
1362,Texas Rangers,623374.0,38000000.0,Action|Adventure|Drama|Thriller|Western,Tom Skerritt,English,USA,2001.0,PG-13,5.2,474,http://www.imdb.com/title/tt0193560/?ref_=fn_tt_tt_1,tt0193560
1363,City of Ember,7871693.0,55000000.0,Adventure|Family|Fantasy|Sci-Fi,Bill Murray,English,USA,2008.0,PG,6.5,0,http://www.imdb.com/title/tt0970411/?ref_=fn_tt_tt_1,tt0970411
1364,The Master,16377274.0,32000000.0,Drama,Mike Howard,English,USA,2012.0,R,7.1,27000,http://www.imdb.com/title/tt1560747/?ref_=fn_tt_tt_1,tt1560747
1365,Virgin Territory,,38000000.0,Adventure|Comedy|History|Romance,Hayden Christensen,English,Italy,2007.0,R,4.8,366,http://www.imdb.com/title/tt0437954/?ref_=fn_tt_tt_1,tt0437954
1366,The Express,9589875.0,40000000.0,Biography|Drama|Sport,Dennis Quaid,English,USA,2008.0,PG,7.3,0,http://www.imdb.com/title/tt0469903/?ref_=fn_tt_tt_1,tt0469903
1367,The 5th Wave,34912982.0,38000000.0,Action|Adventure|Sci-Fi|Thriller,Chloë Grace Moretz,English,USA,2016.0,PG-13,5.2,14000,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,tt2304933
1368,Creed,109712885.0,35000000.0,Drama|Sport,Sylvester Stallone,English,USA,2015.0,PG-13,7.7,70000,http://www.imdb.com/title/tt3076658/?ref_=fn_tt_tt_1,tt3076658
1369,The Town,92173235.0,37000000.0,Crime|Drama|Thriller,Jeremy Renner,English,USA,2010.0,R,7.6,29000,http://www.imdb.com/title/tt0840361/?ref_=fn_tt_tt_1,tt0840361
1370,What to Expect When You're Expecting,41102171.0,40000000.0,Comedy|Drama|Romance,Anna Kendrick,English,USA,2012.0,PG-13,5.7,14000,http://www.imdb.com/title/tt1586265/?ref_=fn_tt_tt_1,tt1586265
1371,Burn After Reading,60338891.0,37000000.0,Comedy|Drama,J.K. Simmons,English,USA,2008.0,R,7.0,0,http://www.imdb.com/title/tt0887883/?ref_=fn_tt_tt_1,tt0887883
1372,Nim's Island,48006503.0,37000000.0,Adventure|Comedy|Family|Fantasy,Gerard Butler,English,USA,2008.0,PG,6.0,0,http://www.imdb.com/title/tt0410377/?ref_=fn_tt_tt_1,tt0410377
1373,Rush,26903709.0,38000000.0,Action|Biography|Drama|Sport,Chris Hemsworth,English,UK,2013.0,R,8.1,83000,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,tt1979320
1374,Magnolia,22450975.0,37000000.0,Drama,Patton Oswalt,English,USA,1999.0,R,8.0,13000,http://www.imdb.com/title/tt0175880/?ref_=fn_tt_tt_1,tt0175880
1375,Cop Out,44867349.0,37000000.0,Action|Comedy|Crime,Bruce Willis,English,USA,2010.0,R,5.6,0,http://www.imdb.com/title/tt1385867/?ref_=fn_tt_tt_1,tt1385867
1376,How to Be Single,46813366.0,38000000.0,Comedy|Romance,Alison Brie,English,USA,2016.0,R,6.1,15000,http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1,tt1292566
